,SMA,Month_,Date_,Day_,Post,Post Format,Impressions,Click-Through-Rate,Retweets/Shares,Likes,Video Views,Link Clicks,Detail Expands,Hashtag Clicks,User Profile Clicks,Media Engagements,Total Engagements,Engagements,Follows,Replies,Post/Tweet Length,Account
362,LinkedIn,July,2020-07-23,Thursday,"The first episode of our LIVE webinar series, ???????????? ????:?????????? ??
 
 Join our host ?????????? ????????, the Founder of Good People Dinner and ???????????? ????????????, founder of Burton Advisors in our first episode of Lohika Rethink as we talk about new ways of hiring and managing distributed tech teams.
 
 Request an invite: https://hubs.ly/H0sx2W_0",Graphic,436,0.0046,0.0,4.0,,2,,,,,6,,,,366.0,Facebook
363,LinkedIn,July,2020-07-23,Thursday,"We're hosting a Virtual Salon Series (LIVE webinar).
 
 ?? Host: Raman Frey
 ?? Guest: Jordan Burton
 ?? Attendees: YOU! ??
 
 It takes place (on Zoom) on July 30, 2020. The topic:
 
 ""Turning adversity into advantage: new ways of hiring and managing distributed tech teams.""
 
 Request an invite: https://lnkd.in/gFc4EvG
 
 #webinaralert #engineeringleadership #engineeringmanagement #engineers",Video,7140,0.0279,12.0,13.0,2504.0,199,,,,,2728,,,,395.0,Twitter
364,Facebook,July,2020-07-24,Friday,"The first episode of our LIVE webinar series, ???????????? ????:?????????? ?? Join our host ?????????? ????????, the Founder of Good People Dinner and ???????????? ????????????, founder of Burton Advisors in our first episode of Lohika Rethink as we talk about new ways of hiring and managing distributed tech teams. Request an invite: https://hubs.ly/H0sx3gq0",Graphic,39,0.0,,,0.0,0,,,,,1,1.0,,,,Facebook
365,Twitter,July,2020-07-27,Monday,"Thereâ€™s still time to request an invite! â²
 
 On Thursday, we'll discuss new ways of hiring and managing distributed teams.
 
 Weâ€™ll have a Q&amp;A, then host breakout discussions where youâ€™ll converse with engineering &amp; product leaders &amp; CEOs.
 
 Register Now: https://t.co/rZAXYPGIoD https://t.co/RkzyN4dj4j",Graphic,325,0.0087,22356.0,17.0,23.0,12,195.0,129.0,0.0,64.0,12,460.0,448.0,8.0,0.0,Facebook
366,LinkedIn,July,2020-07-27,Monday,"There’s still time to request an invite! ?
 
 On ???????????????? ???????? ????????, we'll discuss new ways of hiring and managing distributed teams.
 
 We’ll have a LIVE Q&A, then host breakout discussions where you’ll converse with engineering leaders, product leaders, & CEOs in the tech space sharing thought-provoking conversations.
 
 Register Now: https://hubs.ly/H0sx2W_0
 
 #engineeringleadership #engineering #technology #distributedteams #techteams #engineeringteams",Graphic,3276,0.0095,0.0,0.0,,31,,,,,31,,,,477.0,Twitter
367,Facebook,July,2020-07-27,Monday,So thrilled to launch our Virtual event series- Lohika Re:think this Thursday....Raman Frey looking forward to a great session with you ??,Video,46,0.0217,,,34.0,1,,,,,37,3.0,,,,Twitter
368,Facebook,July,2020-07-27,Monday,"There’s still time to request an invite! ? On ???????????????? ???????? ????????, we'll discuss new ways of hiring and managing distributed teams. We’ll have a LIVE Q&A, then host breakout discussions where you’ll converse with engineering leaders, product leaders, & CEOs in the tech space sharing thought-provoking conversations. Register Now: https://hubs.ly/H0sx3gq0 #engineeringleadership #engineering #technology #distributedteams #techteams #engineeringteams",Video,19166,0.0608,,,7855.0,1166,,,,,9030,1175.0,,,,Twitter
369,Twitter,July,2020-07-28,Tuesday,"Often #engineers usually know what each one is working on at the moment. @georgeguimaraes highlights why daily stand-ups are crucial for tactical coordination for the day and how #engineering metrics can benefit the whole team, not only the manager. https://t.co/AHJIGZs4GU https://t.co/dWOEWz5HlV",Article,297,0.0,3820.0,9.0,16.0,5,0.0,21.0,0.0,3.0,5,60.0,55.0,0.0,1.0,LinkedIn
370,LinkedIn,July,2020-07-28,Tuesday,"Engineers that work together usually know what each one is working on at the moment. George Guimarães, CEO at SourceLevel highlights why daily stand-ups are crucial for tactical coordination for the day and how engineering metrics can benefit the whole team, not only the manager. 
 
 #engineeringmanager #engineeringteams #engineers #management #leadership #coordination",Article,458,0.0044,0.0,1.0,,2,,,,,3,,,,371.0,Facebook
371,LinkedIn,July,2020-07-28,Tuesday,"The bigger the challenge, the more we thrive. Lohika was built for disruption.",Graphic,369,0.0081,0.0,1.0,,3,,,,,4,,,,78.0,Twitter
372,LinkedIn,July,2020-07-29,Wednesday,"Did you already register for our Virtual Salon Series?
 
 Jordan Burton is an advisor to VCs and tech companies (e.g., Matrix, Sequoia, Twilio) in improving their hiring and interviewing skills.
 
 Tomorrow as our special guest, Jordan will be discussing new ways of hiring and managing distributed tech teams.
 
 RSVP here ?? https://hubs.ly/H0sx2W_0
 
 #software #engineeringexcellence #productengineering #productdevelopment #engineeringleadership",Graphic,3597,0.0078,0.0,1.0,,28,,,,,29,,,,450.0,Twitter
373,Twitter,July,2020-07-29,Wednesday,"Jordan Burton is an advisor to VCs and tech companies (e.g., Matrix, Sequoia, Twilio) in improving their hiring and interviewing skills.
 
 Tomorrow, Jordan will discuss new ways of hiring and managing distributed tech teams.
 
 Register: https://t.co/rZAXYPGIoD https://t.co/OJLH0Qj2p6",Graphic,286,0.015,5453.0,9.0,15.0,8,82.0,39.0,0.0,2.0,8,163.0,155.0,0.0,0.0,LinkedIn
374,Twitter,July,2020-07-30,Thursday,"Ironically, a difficult process as opposed to an easy hiring process will attract better talents. You must be ready to ask tough questions about past experiences. https://t.co/4DBgsoYUM0",Graphic,186,0.0,2646.0,10.0,19.0,3,0.0,3.0,0.0,6.0,3,57.0,54.0,13.0,0.0,LinkedIn
375,Twitter,July,2020-07-30,Thursday,"""Network-based channels attract better talents. Companies should adopt referral programs.""
 
 https://t.co/sNyLxKIDgD https://t.co/NBXlKk2O63",Graphic,141,0.0,1671.0,6.0,13.0,1,0.0,6.0,0.0,0.0,1,28.0,27.0,1.0,0.0,LinkedIn
376,Twitter,July,2020-07-30,Thursday,"While some people thrive on shoulder-to-shoulder collaboration, certain team members will thrive on working as individuals. The current leader must use their discretion to know what works for every member in the team.
 
 https://t.co/sNyLxKIDgD",Status Update,244,0.0,1523.0,6.0,12.0,0,0.0,4.0,0.0,1.0,0,23.0,23.0,0.0,0.0,LinkedIn
377,Twitter,July,2020-07-30,Thursday,"CONVERSATIONS ON BUILDING THE NEXT NEW
 
 ""Employees are likely to leave companies where they don't feel challenged.""
 
 @RamanFrey | Jordan Burton https://t.co/1EF7I4ThsY",Graphic,171,0.0,1479.0,7.0,16.0,3,0.0,5.0,0.0,2.0,3,42.0,39.0,5.0,1.0,LinkedIn
378,Twitter,July,2020-07-30,Thursday,"""The ability to connect and communicate with human beings is going to be important for every company in this century.""
 
 Join us now for this penetrating discussion https://t.co/sNyLxKIDgD https://t.co/0XGF6pg8f3",Graphic,213,0.0,1104.0,6.0,10.0,1,0.0,2.0,0.0,1.0,1,22.0,21.0,1.0,0.0,LinkedIn
379,Facebook,July,2020-07-30,Thursday,"Today’s the day! ?? Last call to sign up for our exclusive interactive Webinar (Virtual Salon Series) today at 11 am PT (2 pm ET). All attendees get a $40 gift card towards lunch to fully enjoy the experience! Topic: ?? ""Turning adversity into advantage: new ways of hiring and managing distributed tech teams."" See you there! Register Now: https://hubs.ly/H0sx3gq0 #software #engineeringexcellence #productengineering #productdevelopment #engineeringleadership",Graphic,22,0.0,,,0.0,0,,,,,0,0.0,,,,Facebook
380,Twitter,July,2020-07-30,Thursday,"""Being human and empathetic is key to managing distributed teams. Employees should not be treated as a means to an end."" https://t.co/gWvgMQ9n0o",Graphic,144,0.0002,5982.0,8.0,28.0,15,1.0,19.0,0.0,12.0,15,113.0,98.0,15.0,0.0,LinkedIn
381,Twitter,July,2020-07-30,Thursday,"Connecting at the heart level, especially during such moments, is crucial for every team. At the core, every employee is human.
 
 https://t.co/sNyLxKIDgD https://t.co/t08Ha6TQzy",Graphic,178,0.0005,1948.0,11.0,16.0,1,1.0,16.0,0.0,2.0,1,52.0,51.0,4.0,0.0,LinkedIn
382,Twitter,July,2020-07-30,Thursday,"Todayâ€™s the day! ðŸ—“ï¸
 
 At 11 am PT (2 pm ET), Raman Frey hosts Jordan Burton, an advisor to Silicon Valley VCs and tech companies. 
 
 The topic?
 
 Turning adversity into advantage: new ways of hiring and managing distributed tech teams.
 
 Register: https://t.co/rZAXYPGIoD https://t.co/paxaUEFtKO",Graphic,306,0.0107,3818.0,8.0,12.0,2,41.0,22.0,0.0,5.0,2,92.0,90.0,0.0,0.0,LinkedIn
383,LinkedIn,July,2020-07-30,Thursday,"Today’s the day! ??
 
 Last call to sign up for our exclusive interactive Webinar (Virtual Salon Series) today at 11 am PT (2 pm ET). All attendees get a $40 gift card towards lunch to fully enjoy the experience!
 
 Topic: ?? ""Turning adversity into advantage: new ways of hiring and managing distributed tech teams."" See you there!
 
 Register Now: https://bit.ly/2XcR3b8
 
 #software #engineeringexcellence #productengineering #productdevelopment #engineeringleadership",Graphic,3744,0.0115,0.0,1.0,,43,,,,,44,,,,471.0,Twitter
384,Twitter,July,2020-07-31,Friday,"What are some key workflows or processes that can be automated with Kubernetes?
 
 @raghuvempati, together with other 5 experts, highlight some key examples &amp; processes that can be automated with Kubernetes. https://t.co/k5qCduwuAX
 
 #kubernetes #technology #automation #apps #devops https://t.co/rktS195GN7",Article,312,0.0018,2718.0,12.0,14.0,10,5.0,82.0,2.0,4.0,10,141.0,131.0,1.0,1.0,LinkedIn
385,LinkedIn,July,2020-07-31,Friday,"As Kubernetes and its ecosystem have evolved, automating certain workloads and processes – including for stateful applications – has become much more achievable. 
 
 Raghu Kishore Vempati, director of technology, research, and innovation at Altran together with other five experts, highlights some key examples, workflows, or processes that can be automated with Kubernetes. 
 
 #kubernetes #technology #automation #applications #devops #continousdelivery",Article,417,0.012,0.0,6.0,,5,,,,,11,,,,455.0,Twitter
386,Twitter,August,2020-08-03,Monday,"Polycom needed a team of core #developers to help augment their #security services, in a highly competitive landscape for talent. Discover how the talent on tap at Lohika can help you win over the competition. https://t.co/rfnqyRGG1v
 
 #engineeringtalent #engineeringexcellence https://t.co/ODkhSbodc5",Video,302,0.0002,11793.0,37.0,33.0,4806,2.0,44.0,0.0,15.0,12,4949.0,143.0,0.0,0.0,LinkedIn
387,Facebook,August,2020-08-03,Monday,"Polycom needed a team of core developers to help augment their security services, in a highly competitive landscape for talent. Discover how the talent on tap at Lohika can help you win over the competition. https://bit.ly/2D8mGf8 #security #engineeringtalent #engineeringleadership #software #engineeringexcellence",Video,5869,0.0043,,,3624.0,25,,,,,3654,30.0,,,,Facebook
388,Twitter,August,2020-08-03,Monday,"SaaS products and platforms are our passion. Our culture is modeled after our clients with our teams fully integrated into theirs; we become one and the same. Letâ€™s talk about how we can help you accelerate your time to market. https://t.co/fuU3AXRyJZ
 #Cloud #startup #Lohika https://t.co/AbBKW6La6F",Graphic,302,0.0234,12876.0,39.0,40.0,19,301.0,134.0,0.0,73.0,19,625.0,606.0,0.0,0.0,Facebook
389,Twitter,August,2020-08-04,Tuesday,"As a team lead, manager, or senior executive on a software team, how do you help, nurture, or grow the team to become more effective? 
 
 @edmondlau highlights key points on how spreading the same best practices and tools, can help make effective engineers. https://t.co/v0BXR3A2GO",Article,281,0.0042,1923.0,33.0,35.0,0,8.0,7.0,0.0,5.0,0,88.0,88.0,0.0,0.0,LinkedIn
390,LinkedIn,April,2020-08-04,Wednesday,"Lohika pioneered the way to manage remote engineering teams to help high-growth companies like Okta get their products to market faster. https://lnkd.in/g-PAa4Q

#SoftwareEngineering #Product #WhatWeDo #HowWeDoIt #EngineeringTalent
#EngineeringTeams #RemoteWorkWork",Article,1117,0.0116,0.0,9.0,0.0,13,,,,,22,,,,265.0,Twitter
391,LinkedIn,May,2020-08-05,Friday,"How are you maintaining motivation during these times? In what ways do you promote remote team morale? What activities does your team engage in to encourage team bonding? 

Dana Lawson, VP of Engineering at GitHub through Plato AMA series shares some interesting highlights to consider. https://bit.ly/2YKyT27

#Engineering #EngineeringTeams #Management #RemoteWorkWork #EngineeringLeadership #ProductDevelopment",Article,1051,0.0095,1.0,6.0,0.0,10,,,,,17,,,,412.0,Twitter
392,Twitter,August,2020-08-05,Wednesday,"We partner with leading-edge fintech companies to conceive and create streamlined financial systems for the evolving digital world. Discover how we can help you disrupt your industry. https://t.co/q5M4OrTwPD
 
 #technology #fintech #innovation #digitaltransformation",Article,266,0.0225,12987.0,46.0,43.0,0,292.0,119.0,7.0,62.0,0,569.0,569.0,0.0,0.0,Facebook
393,Twitter,August,2020-08-07,Friday,"Measuring the number of deploys may be a good fit, but it should fulfill a purpose. @georgeguimaraes features 5 Engineering KPIs metrics with listed candidate objectives for them to consider as an engineering leader. https://t.co/caNqtWmhAq
 
 #software #KPIs #engineeringmetrics",Article,279,0.0021,2383.0,36.0,35.0,0,5.0,10.0,0.0,3.0,0,89.0,89.0,0.0,0.0,LinkedIn
394,LinkedIn,July,2020-08-07,Wednesday,"The #LohikaPlatoAMA Webinar is going live in an hour! Join us as we cover the latest on building high-performing & highly-motivated engineering teams, led by David Murray Co-founder at Confirm and our special guest Stacie Lang-Frederick, VPE of Collective Health.
 
 RSVP ? https://hubs.ly/H0s1cx00
 
 #engineering #engineeringteams #scaling #growth #engineeringleadership #productleadership #managingpeople #leadership",Graphic,1306,0.0061,1.0,8.0,,8,,,,,17,,,,419.0,Twitter
